Entry no,corona_GMA,corona_MPC,corona_AcETMAC,corona_MAA,corona_DMA,corona_PEG,corona_CysMA,corona_GluMA,corona_DMAPS,corona_AEMA,corona_QDMAEMA,corona_HPMAm,corona_KSPMA,corona_MAcEPyr,corona_DSDMA,clogp_corona,mon_corona_mw,mon_corona_apol,mon_corona_mv,mon_corona_psa,dp_corona,corona_mw_total,corona_mv_total,core_BzMA,core_DAAM,core_EGEMA,core_GlyMA,core_HBMA,core_HEMA,core_HPMA,core_MEMA,core_PhA,core_TFMA,core_EGDMA,core_cyclic,clogp_core,mon_core_mw,mon_core_apol,mon_core_mv,mon_core_psa,dp_core,core_mw_total,core_mv_total,ratio_mass,ratio_vol,conc,ph,salt,charged,temp,initiator,sphere,worm,vesicle,other,cophases
240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.329198608,0.312813487,14,7,0,1,70,ACVA,1,0,0,0,0
241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,189,27231.12,223.965,0.28031017,0.265395646,16,7,0,1,70,ACVA,1,1,0,0,1
242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.269040931,0.254513965,16,7,0,1,70,ACVA,0,1,0,0,0
243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,213,30689.04,252.405,0.256837959,0.242751075,16,7,0,1,70,ACVA,0,1,0,0,0
244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,230,33138.4,272.55,0.242457008,0.228915922,16,7,0,1,70,ACVA,0,1,1,0,1
245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,251,36164.08,297.435,0.226771885,0.213859501,16,7,0,1,70,ACVA,1,1,1,0,1
246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,270,38901.6,319.95,0.214232591,0.201847811,16,7,0,1,70,ACVA,1,0,1,0,1
247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,287,41350.96,340.095,0.204133253,0.192189515,16,7,0,1,70,ACVA,1,0,1,0,1
248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,323,46537.84,382.755,0.185604373,0.17450704,16,7,0,1,70,ACVA,1,0,1,0,1
249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,205,29536.4,242.925,0.264212714,0.249857336,17.5,7,0,1,70,ACVA,0,1,0,0,0
250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,217,31265.36,257.145,0.25330284,0.239347403,17.5,7,0,1,70,ACVA,0,1,0,0,0
251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,224,32273.92,265.44,0.247345039,0.233615146,17.5,7,0,1,70,ACVA,0,1,0,0,0
252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,260,37460.8,308.1,0.220654179,0.207996434,17.5,7,0,1,70,ACVA,0,0,1,0,0
253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,279,40198.32,330.615,0.208764578,0.196616807,17.5,7,0,1,70,ACVA,0,0,1,0,0
254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,281,40486.48,332.985,0.207587156,0.195490971,17.5,7,0,1,70,ACVA,0,0,1,0,0
255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,303,43656.24,359.055,0.195460873,0.183907299,17.5,7,0,1,70,ACVA,0,0,1,0,0
256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,352,50716.16,417.12,0.172957849,0.162465811,17.5,7,0,1,70,ACVA,0,0,1,0,0
257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,125,18010,148.125,0.370635773,0.353274385,20,7,0,1,70,ACVA,1,0,0,0,0
258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.329198608,0.312813487,20,7,0,1,70,ACVA,1,0,0,0,0
259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.269040931,0.254513965,20,7,0,1,70,ACVA,0,1,0,0,0
260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,223,32129.84,264.255,0.248178937,0.234417171,20,7,0,1,70,ACVA,0,1,1,0,1
261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.227472635,0.214531421,20,7,0,1,70,ACVA,0,1,1,0,1
262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,310,44664.8,367.35,0.191894191,0.180504141,20,7,0,1,70,ACVA,0,0,1,0,0
263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,366,52733.28,433.71,0.167449801,0.157228373,20,7,0,1,70,ACVA,0,0,1,0,0
264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,392,56479.36,464.52,0.158099346,0.148346984,20,7,0,1,70,ACVA,0,0,1,0,0
265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,191,27519.28,226.335,0.278191529,0.263348483,22.5,7,0,1,70,ACVA,0,1,0,0,0
266,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,115,16569.2,136.275,0.390286355,0.372549363,25,7,0,1,70,ACVA,0,1,0,0,0
267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,128,18442.24,151.68,0.365120719,0.347874875,25,7,0,1,70,ACVA,1,1,0,0,1
268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,139,20027.12,164.715,0.346230409,0.329413863,25,7,0,1,70,ACVA,1,1,0,0,1
269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.329198608,0.312813487,25,7,0,1,70,ACVA,1,1,0,0,1
270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,180,25934.4,213.3,0.290257571,0.275016026,25,7,0,1,70,ACVA,1,1,0,0,1
271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,188,27087.04,222.78,0.281381638,0.26643121,25,7,0,1,70,ACVA,0,1,0,0,0
272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,196,28239.68,232.26,0.273032442,0.258366132,25,7,0,1,70,ACVA,0,1,1,0,1
273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,204,29392.32,241.74,0.265164444,0.25077498,25,7,0,1,70,ACVA,0,1,1,0,1
274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,221,31841.68,261.885,0.249863715,0.236037858,25,7,0,1,70,ACVA,0,1,1,0,1
275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,233,33570.64,276.105,0.240084732,0.226636498,25,7,0,1,70,ACVA,0,1,1,0,1
276,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,240,34579.2,284.4,0.234725922,0.22149037,25,7,0,1,70,ACVA,0,1,1,0,1
277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,252,36308.16,298.62,0.226075439,0.213191777,25,7,0,1,70,ACVA,0,0,1,0,0
278,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.197030365,0.185405398,25,7,0,1,70,ACVA,0,0,1,0,0
279,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-5.19,279.11,41.372653,2.1293,91.88,38,10606.18,80.9134,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,400,57632,474,0.155428823,0.145812662,25,7,0,1,70,ACVA,0,0,1,0,0
280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,50,8003.5,62.185,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,140,20171.2,165.9,0.284066911,0.272639586,15,7.25,0,0,56,AIBA,0,1,0,0,0
281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,58,9284.06,72.1346,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,160,23052.8,189.6,0.287104561,0.275602079,15,7.25,0,0,56,AIBA,0,1,0,0,0
282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.268255026,0.262226495,10,6,0,1,60,AIBA,1,0,0,0,0
283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,400,57632,474,0.215653825,0.210467403,10,6,0,1,60,AIBA,1,0,0,0,0
284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,500,72040,592.5,0.180299516,0.175772812,10,6,0,1,60,AIBA,1,0,0,0,0
285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,600,86448,711,0.154904463,0.15089797,10,6,0,1,60,AIBA,1,0,0,0,0
286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,700,100856,829.5,0.135779957,0.132190733,10,6,0,1,60,AIBA,1,0,0,0,0
287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,800,115264,948,0.120858737,0.117610265,10,6,0,1,60,AIBA,1,0,0,0,0
288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,900,129672,1066.5,0.108892275,0.105926687,10,6,0,1,60,AIBA,1,0,0,0,0
289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.96,165.06,23.445516,1.3162,53.94,96,15845.76,126.3552,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,1000,144080,1185,0.099081974,0.096354672,10,6,0,1,60,AIBA,1,0,0,0,0
290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,101,16167.07,125.6137,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,1000,144080,1185,0.100888397,0.095843421,10,6,0,1,60,AIBA,1,0,0,0,0
291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.249977876,0.239463196,20,6,0,1,60,AIBA,0,1,0,0,0
292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,60,9604.2,74.622,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.399971681,0.386398235,10,6,0,1,60,AIBA,1,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.58,207.1,32.726274,1.7389,26.3,26,5384.6,45.2114,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.157441682,0.160204017,10,7,0,1,70,ACVA,1,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.58,207.1,32.726274,1.7389,26.3,26,5384.6,45.2114,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.110774637,0.112827836,10,7,0,1,70,ACVA,1,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.58,207.1,32.726274,1.7389,26.3,26,5384.6,45.2114,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,400,57632,474,0.085447327,0.087077056,10,7,0,1,70,ACVA,1,0,0,0,0
296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,100,14408,118.5,0.407866239,0.394200892,20,7,0,1,70,ACVA,1,0,0,0,0
297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,125,18010,148.125,0.355273831,0.34235179,20,7,0,1,70,ACVA,1,0,0,0,0
298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,150,21612,177.75,0.314695364,0.302556625,20,7,0,1,70,ACVA,0,1,0,0,0
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,175,25214,207.375,0.282436222,0.27104966,20,7,0,1,70,ACVA,0,1,0,0,0
300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.256175862,0.245485808,20,7,0,1,70,ACVA,0,1,0,0,0
301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,225,32418,266.625,0.234383362,0.224328435,20,7,0,1,70,ACVA,0,0,1,0,0
302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,250,36020,296.25,0.216007891,0.206528616,20,7,0,1,70,ACVA,0,0,1,0,0
303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,300,43224,355.5,0.186729068,0.178242544,20,7,0,1,70,ACVA,0,0,1,0,0
304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,350,50428,414.75,0.16444002,0.156771224,20,7,0,1,70,ACVA,0,0,1,0,0
305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,62,9924.34,77.1094,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,400,57632,474,0.146904643,0.139916684,20,7,0,1,70,ACVA,0,0,1,0,0
306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,63,10084.41,78.3531,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,450,64836,533.25,0.134601639,0.128111025,20,7,0,1,70,ACVA,0,0,1,0,0
307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,64,10244.48,79.5968,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,500,72040,592.5,0.124500756,0.118430559,20,7,0,1,70,ACVA,0,0,1,0,0
308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,190,27375.2,225.15,0.200915635,0.191936521,10,7.25,0,0,56,AIBA,0,0,1,0,0
309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,200,28816,237,0.192806747,0.184106533,10,7.25,0,0,56,AIBA,0,0,1,0,0
310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,220,31697.6,260.7,0.17840594,0.170218515,10,7.25,0,0,56,AIBA,0,0,1,0,0
311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,43,6883.01,53.4791,0,0,0,0,0,0,1,0,0,0,0,0,1.1,144.08,22.727516,1.185,46.53,230,33138.4,272.55,0.171983196,0.164031677,10,7.25,0,0,56,AIBA,0,0,1,0,0
312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,5.2,0,0,70,ACVA,1,0,0,0,0
313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,5.2,0,0,70,ACVA,1,0,0,0,0
314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,7.1,0,0,70,ACVA,1,0,0,0,0
315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,7.1,0,0,70,ACVA,1,0,0,0,0
316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,4.5,0,0,40,VA-044,1,0,0,0,0
317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,7.2,0,0,40,VA-044,1,0,0,0,0
318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,4.2,0,0,50,VA-044,1,0,0,0,0
319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,4.2,0,0,50,VA-044,1,0,0,0,0
320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,7.1,0,0,50,VA-044,1,0,0,0,0
321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,7.1,0,0,50,VA-044,1,0,0,0,0
322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,3.1,0,0,30,tBH-Na2SO3,1,0,0,0,0
323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,160.07,23.529516,1.2437,66.76,45,7203.15,55.9665,0,0,0,1,0,0,0,0,0,0,0,0,1.2,142.06,21.39393,1.0764,38.83,100,14206,107.64,0.336451938,0.34207993,10,3,0,0,30,tBH-Na2SO3,1,0,0,0,0
324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.13,99.07,16.703137,0.8856,20.31,53,5250.71,46.9368,0,0,0,0,0,0,0,0,1,0,0,0,1.92,148.05,22.778344,1.1705,26.3,50,7402.5,58.525,0.414970589,0.445059728,25,7,0,1,30,KPS/AscAc,1,0,0,0,0
